"country","countryCode","date","filterByRating","isVerified","position","product/listPrice","product/price/currency","product/price/value","productAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","variant"
"United States",,"2023-10-01","fiveStar","true","85",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=9&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Bought for my 7th grader to use enough middle school and high school. So far so good",,,,,,,,"","Great for the price","https://www.amazon.com/gp/customer-reviews/R1YA3YKR2I7GDH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on October 1, 2023","27708","3503","Style: R3 7320U"
"United States",,"2023-09-24","fiveStar","true","86",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=9&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","What a great little Laptop. Could not possibly ask anything more for just a bit over 300 dollars. It is everything I need in a laptop. I love it.",,,,,,,,"One person found this helpful","Terrific value","https://www.amazon.com/gp/customer-reviews/RVDH3VRJKE44R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on September 24, 2023","27708","3503","Style: R3 7320U"
"United States",,"2019-09-04","fiveStar","true","87",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=9&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","I got it on sale on Prime Day, so to go with it I bought a 16GB ram kit and a 240GB SSD hard drive.  Without those upgrades it would probably be ok for office tasks and minimal web browsing.  For the price and even after upgrading the ram and hard drive I think it's well worth it for the money.  You can step up in price for the laptop but will not have that much ram.  The NVMe drive seems quick and now that I have the additional hard drive I don't have to worry about space.  The install of parts wasn't to bad.  Take out all the screws on the bottom, peal apart and install parts.  Separating the bottom was a little difficult, very well fit, so if you're hesitant in computer work, ask for help.  It took some finesse.  It almost feels like you'll break something so just go slow.  Back to the laptop.The screen is very good.  No problems with brightness and angles.  The speakers are ok, but then again this is a cheap laptop.  They're definitely better than some others I had but just keep a set of earbuds with it and you'll be fine.  Plus no one wants to listen to what you want, so just plug in for everyone's sake.  The battery life is ok.  I might be able to get about 6 hours out of it.  Haven't done a full test yet, only have used it for about 2 hours at a time.  Just over 2 hours of online use is dropping it to about 60%.The keyboard is pretty good.  Types pretty well.  The numpad is a little small but for the size of the laptop it's to be expected.  I would rather have it than not.  I do like the backlight.  Yes it times out after a couple of seconds.  But it does not turn off while you are using it.  It times out to conserve the battery.  I saw complaints about that but why would you want the backlight to stay on even when you're not tying?  Just doesn't make any sense.  I think it's fine.  Touchpad seems fine, but at this price point I didn't expect greatness.  I usually use a mouse anyway.  All in all I think this is a great deal especially is you upgrade the parts.  Lightweight, looks good, works good, and all my friends ask how it's so good at a good price.",,,,,,,,"2 people found this helpful","This thing is Awesome!","https://www.amazon.com/gp/customer-reviews/R3RSWIF42M3HV2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on September 4, 2019","27708","3503","Style: R3 3200U"
"United States",,"2023-09-30","fiveStar","true","88",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=9&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","Bought this to replace my HP laptop. The screen is bright and the cpu relatively fast.",,,,,,,,"","Good laptop","https://www.amazon.com/gp/customer-reviews/RX78NO6J2JED8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on September 30, 2023","27708","3503","Style: R3 7320U"
"United States",,"2020-07-13","fiveStar","true","89",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=9&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","I HAVE BEEN USING THIS FOR 1 WEEK OVERALL I THINK ITS GOOD SPECIALLY FOR A BUDGET LAPTOP NOT GREAT BUT GOOD. I THOUGHT REPLACING WINDOWS 10 S MODE WOULD BE A PAIN IN A** BUT ITS ACTUALLY EASY IT TOOK ME LIKE 5 SEC. ( JUST TRY TO INSTALL GOOGLE CHROME WHILE IN S MODE WINDOWS WILL GIVE YOU AN POP UP MENU FOR REMOVING S MODE FOLLOW THAT POP UP MENU YOU ARE DONE AND ITS FREE). YOU CAN OPEN BACK PANEL TOO TO FOR UPGRADE RAM AND STORAGE JUST NEED TO UNSCREW 10 NUTS AND REMOVE THE PANEL SLOWLY YOU OK. SPEED IS OK TOO STORAGE WAS KIND OF LET DOWN ONLY 119 GB BUT I AM GOOD WITH THAT BESIDE I CAN ADD EXTRA STORAGE SO ITS GOOD. RAM WAS KIND OF LETDOWN TOO ONLY 4GB BUT I REPLACED MINE WITH 2 8GB STICKS ALREADY ( THAT'S 16GB IN TOTAL) BUT WITH 4GB RAN JUST FINE . SCREEN, STEREO, VIDEO QUALITY AND SOUND QUALITY IS OK SO-SO NOT TOO GREAT NOT BAD EITHER. BATTERY LIFE IS FINE I THINK ONCE IT CHARGED IT CAN RUN 5-6 HOUR WITHOUT NEEDING TO CHARGE IT AGAIN. BRIGHTNESS IS OK FOR ME TOO ALSO YOU CAN ADJUST IT.THE BIG THUMBS DOWN FOR ME FOR THIS LAPTOP IS THE KEYBOARD HERE ARE SOME REASONS WHY?1) ITS SMALL IN SIZE COMPARE TO OTHER BRANDS AND EVEN COMPARE TO ITS OWN SIZE.2) THE BUTTONS ARE SMALL, IT WILL GIVE YOU A LOSE FEELING IT FEELS LIKE THEY MIGHT COME OFF IF YOU PRESS A LITTLE BIT HARDER.3) THE UP/DOWN BUTTON ARE SMALL LIKE REALLY SMALL COMPARE TO LEFT/RIGHT BUTTONS. BUT PLUS SIZE THERE ARE ALSO UP/DOWN/LEFT/RIGHT BUTTON ON THE NUMPAD WHICH ITSELF IS GOOD AND HELPFUL TOO. SO A SMALL THUMBS UP THERE.4) THERE ARE NO CAPS LOCK ON/OFF INDICATION LIGHT SAME THING WITH NUM LOCK TOO. THERE IS A SOUND WHICH YOU HAVE TO TURN ON IN SETTINGS BUT THAT SOUND IS MORE UNHELPFUL RATHER THEN HELPFUL. SO ITS ANOTHER BIG THUMBS DOWN FROM ME TOO.ONLY THUMBS UP FOR THIS KEYBOARD FROM ME IS THAT BACKLIT.OVERALL ITS GOOD LAPTOP ON A BUDGET. GOOD SPECIALLY FOR COLLAGE STUDENTS.",,,,,,,,"3 people found this helpful","GOOD FOR REGULAR USE","https://www.amazon.com/gp/customer-reviews/R3GCPA06WTUS01/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on July 13, 2020","27708","3503","Style: R3 3200U"
"United States",,"2020-06-30","fiveStar","true","90",,"$","299.99","B0BS4BP8FB","5","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=9&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=five_star&sortBy=helpful","This is a budget priced laptop that's more powerful than most budget desktops its price. I'm extremely impressed.- Screen is excellent. Crisp, high contrast, 1080P display, with a bezel thin enough the laptop isn't much bigger than most with 14"" displays.- The computer is fast. Not super fast, it's not an R7 or i7 powering this thing, but a Rizen 3 is hugely better than the Celeron you'd expect in a laptop or PC for this price. Likewise the graphics are unspectacular but more good enough, you may well find most of your Steam library works well on this thing.- There's a full keyboard! With a numeric keypad! And a touchpad that has a clicky surface which has become standard lately and is so much better than the ""did the user tap me or just shake when moving the mouse? Oh I'll do whatever the worst possible thing is"" touchpads of old.On the negatives:- What can be said about Windows 10S that everyone else hasn't commented on? It's easy to upgrade, but nobody in their right mind is going to use it by default given you can't install Chrome or Firefox on it, so why start it in S mode to begin with?- And Windows 10 is getting more and more creepy. It refuses to let you set it up with a local account, requiring you have an account with Microsoft and only giving you the option of removing the cloud ""Microsoft knows who you are and what you do"" nonsense after you've installed it - and then only if you're technically inclined enough to know what you're doing. I wonder if it's even possible to set it up without an Internet connection.- The keyboard itself... is it me, or have computer manufacturers forgotten how to make keys? The last few laptops I've bought or used have keyboards that would have embarrassed Sir Clive Sinclair. Apparently Apple set the trend that keyboards don't have to work well, and everyone followed them forgetting that Macbooks are just meant to look pretty, so it doesn't matter if their keys are unpleasant to type on.But... this is an impressive laptop, and I have no problems recommending it.",,,,,,,,"One person found this helpful","Bargain","https://www.amazon.com/gp/customer-reviews/R35E8S4O0JNKNB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on June 30, 2020","27708","3503","Style: R3 3200U"
"United States",,"2020-11-12","fourStar","true","41",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=5&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","If  you want a great budget laptop that can handle anything you do as a daily user then I suggest this laptop. It isn't going to play the high-end games or perform heavy video editing but it can do everything else without a hiccup.  To make sure it was going to run as fast as possible I did a few things to keep the speed up.1- I HATE the new ""S Mode"" that Microsoft sets up their operating system in as it is purely a marketing ploy to make you have to use their apps instead of apps that work the best.  You want to opt out of that ignorance immediately after powering the laptop up.2- I did a fresh install of Win10 from the MS site after the unpacking process was finished.  This wipes out all of the Acer-based utilities that are a waste of resources.  A fresh install guarantees an operating system without bloatware or manufacturer nonsense.3- I ordered an 8GB stick of RAM at the same time I ordered the laptop so after my fresh install was done updating I shut it down and popped in the extra RAM.  That made 12GB of RAM which will handle anything I ever want to do.  While in the back of the laptop (to install the RAM) I noticed the SSD was the M.2 style!!  SSD's are faster than the old HDD drives but many budget laptops use a SSD that is little more than an HDD with RAM memory inside.  This original SSD is still slowed by using a SATA connection, which is unable to handle true SSD transfer speeds.  This laptop has the M.2 style drive that is directly connected to the motherboard using a PCI bus!  That allows the SSD to transfer data much faster than the older SSDs.  What a great surprise!4- I also found room and the hardware to put an additional drive in the laptop so I grabbed a HDD I had on the shelf and put it in.  That gave me a TB of mass storage for the files that eat up space (photos, videos, music), and now the 156GB SSD will never be filled up by my files.The little budget Acer laptop that I bought for a few hundred dollars became a super-fast beast that can hold all the file I could ever put in it.  It is free of the garbage that came on it, and is my favorite PC now!  (I have 4 other PCs around the house)This laptop is a great little machine out of the box but with a little 'know how' you can make it as nice as anything at twice the money.  The only reason I dropped down to 4 stars is due to the 'S Mode' that turned on by default.  Such a money-grab by Microsoft.......",,,,,,,,"9 people found this helpful","Great Budget Laptop","https://www.amazon.com/gp/customer-reviews/R3V02F8JEC39HE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on November 12, 2020","5705","865","Style: R3 3200U"
"United States",,"2023-08-11","fourStar","true","42",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=5&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Windows 11 is terrible and intrusive.The sound volume and quality is pathetic, my cell phone has louder higher quality sound.Other than that It's a good laptop that has plenty of performance and a good looking screen.  The backlit keyboard is very nice.  If you use external speakers/headphones (wired or bluetooth) it's great.",,,,,,,,"8 people found this helpful","Good laptop except...","https://www.amazon.com/gp/customer-reviews/R82ZD3OASZNIH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on August 11, 2023","5705","865","Style: R5 7520U / 14"""
"United States",,"2021-01-29","fourStar","true","43",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=5&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Pros:o Worked out of the box. Looks nice, and started up with no problem.o Fast. It only came with 4 GB RAM and a 128K solid-state drive, but even under those conditions it starts up amazingly fast and seems pretty much unflappable. I guess the AMD chipset is a good one.o Lots of ports. Internal upgrade options.After a couple of days of making sure it was okay, I installed an 8 GB Crucial RAM strip. (Which, by the way, doesn't seem to make any difference in laptop speed, for what I'm doing.)I'm used to opening up the aluminum case on a Mac laptop; for this one, however, you must gently work it open with a thin blade, making sure that you don't break the plastic tabs. Sort of like opening a plastic toy that wasn't intended to be user-serviceable.As others have mentioned, there is a dedicated space for a second drive, so I put in one of those (Samsung 860 Evo, 500 GB, great price on Amazon). I followed directions from a You Tube video, and it took perhaps 2 hours. Initially I installed the drive upside down. Also, I discovered that the drive needed to be formatted using the Windows utility (FDisk, I think), which wasn't exactly intuitive. So I had to try a few different formatting options before it worked.Cons:o Not a whole lot of battery life on standard Windows energy settings. It indicates 7 hours, but I don't think I was getting anywhere near that. For my current use it's always plugged in.o The screen is a little dim. I didn't realize this until I compared it side-by-side with my 2011 Mac laptop. You would think that a 2020 Acer screen would make a 10-year-old Mac's screen look dim by comparison, but it's exactly the opposite!o The screen out of the box is set to a lower resolution than the native LCD resolution, so the text is a bit blurry: not good for detail work. However, when I changed it in Windows to the native resolution, the text is waaay too tiny for my aging eyes.o The keyboard (and trackpad) are offset to the left, to make room for a ten-key pad and a few other (pretty much useless) things. Everything being offset like that takes some getting used to. The keys seem to be good quality, but the offset is a strange design choice.Right now these things aren't too much of an issue, because I am using it to drive an external screen, and controlling it with a wireless keyboard from my bicycle (Zwifting through covid!).",,,,,,,,"","Worked fine out of the box. Good value!","https://www.amazon.com/gp/customer-reviews/RQEVPYJ12OOI3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on January 29, 2021","5705","865","Style: R3 3200U"
"United States",,"2023-06-17","fourStar","true","44",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=5&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","A great laptop that has a lot of storage and a variety of accessories. The screen is really wide and has excellent speed regardless of the number of tabs you have. If you are looking for a touch screen, this computer is not it as the D-pad is the only source for access unless you get a mouse. Specifically, gaming can work on this laptop but sometimes tends to lag and slow down the overall speed. However, if you are looking for a laptop solely for school or work, this type is the one.",,,,,,,,"One person found this helpful","Amazing quality","https://www.amazon.com/gp/customer-reviews/R2Z1GUTWBJ5S6F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on June 17, 2023","5705","865","Style: R3 3200U"
"United States",,"2020-03-20","fourStar","true","45",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=5&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","This laptop gives GREAT performance for the price. I wish it came with more than 4GBs of ram, but upgrading that to 8GBs is an easy $20 upgrade or so. Main points with more detail at the bottom:- Good screen, but not super bright. My model didn't have a touch screen, but that's fine by me, I don't want fingerprints all over it anyway- Decent speakers- Good battery life- Good keyboard, typing feels okay- Okay trackpad, can be annoying sometimes- Fast SSD, it boots up fast- Okay for light gamingThe screen has GREAT colors, I was pleasantly surprised. Decent viewing angles, but it's not the brightest screen, I'd say about 300 lumens or so. Usable during the day, even with some sunlight, and it won't burn your eyes at night if you accidentally leave the brightness all the way up, it's in a good spotThe NvMe drive is plenty fast for booting up and launching programs, but at 128GBs, you'll want to add a 1TB Hard Drive for around $40 if you need to store more than just a few documents and not too many programs.This laptop can do some light gaming, plays light games like Cuphead at 60fps on battery or plugged in. Portal 2 over 100fps when plugged in, and it's GREAT to stream games through Steam if you already have a gaming desktop and a good Internet connection. Otherwise, don't expect to run AAA titles like Call of Duty or Apex Legends with this, it's more for indie titles or small gamesBattery usually lasts me around 5 hours or more, with the brightness usually turned up a bit, so I can watch YouTube, Netflix, etc. or listen to music and do homework for a while. I usually don't use speakers to watch or listen to stuff, but they can be decently loud, I like that it has a headphone jack and Bluetooth so I can use any type of headphonesTrackpad is okay, feels nice and has some good gestures. It supposedly uses Windows Precision Drivers, but I'm not too sure. Sometimes while typing my palm will move the trackpad so it jitters in the spot, which is a bit annoying but easily ignoredThe one con about this laptop is that the backlight for the keyboard turns off basically 5 seconds after you don't touch the keyboard. It's nice for saving battery, but if you're using it where it's dark, you'll have to hit some random key so you have light to hit the key you want to. I haven't found a way to change this setting or even the brightness of the backlight, so take that as you willOverall, 4/5. Good bang for your buck, specially when it's around $310 like when I bought it, I'd definitely grab this on sale if you find it for less than $300!",,,,,,,,"2 people found this helpful","Good budget laptop for school, YouTube, etc. and some light gaming","https://www.amazon.com/gp/customer-reviews/R195UGFCOPNXSJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on March 20, 2020","5705","865","Style: R3 3200U"
"United States",,"2023-08-09","fourStar","true","46",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=5&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","had this a month now and have had no issues. good laptop for the price only complaint is that the sound volume is really low, so if you want to listen to music or play games you need headphones for sure.",,,,,,,,"2 people found this helpful","Good for the price","https://www.amazon.com/gp/customer-reviews/R1E1L2TR0ELX0M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on August 9, 2023","5705","865","Style: R3 7320U"
"United States",,"2023-08-15","fourStar","true","47",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=5&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","The only thing I don't like is the trackpad.  It's hard to press to make text selections, for example.  On the other hand, it's fast and the keyboard is just want I wanted.  All in all, it's inexpensive for what you get.  A great back up to my main system.",,,,,,,,"","Ultra low price for excellent back up PC","https://www.amazon.com/gp/customer-reviews/R1EQCACV4VN12S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on August 15, 2023","5705","865","Style: R3 7320U"
"United States",,"2021-11-16","fourStar","true","48",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=5&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","I like this computer. It gets the job done, is laid out well, and I had no issues, until I did. The right click on the mousepad developed a ""crunch"" when I pressed it. It was still under warranty. I didn't like it, but I had to send it in for it to be repaired under the warranty. Acer sends very specific instructions, including a mailing label for you to send it in. Well, upon arrival, I got a call from the service department saying that when they received my computer, the screen was cracked, and therefore the warranty was void. I would have to pay for the repairs. I've really been working on not getting upset with people on the phone, but I definitely set a new personal record for number of cuss words on one call. I had wrapped this computer in a gargantuan amount of one inch and larger bubble wrap. I greatly exceeded the amount they required in their instructions. I asked repeatedly how a closed, flat laptop, protected by that much bubble wrap, could POSSIBLY have had the screen cracked during shipping. I explained the impossibility of it, and said that the outer parts would have to have been damaged as well, and that I couldn't imagine that a garbage crusher could have damaged it as wrapped as it was. I was told, ""THIS HAPPENS ALL THE TIME."" Really??? Ok. So... ALL THE TIME, people's warranties are voided because their computers arrive with ""cracked screens."" Yea... I believe they probably do. (Wink, wink.) What a scam! It would have been LITERALLY impossible for my screen to have become cracked during shipping. I told her to send it back immediately. At this point, she put me on hold, saying she would see if there was something she could work out. She came back and asked if I had insured the package. Uh, no. I followed the directions Acer sent, reading every, single, word, very carefully, at least three times. I printed the shipping label they provided, and dropped it at the post office. Oh! Well then, we'll go ahead and fix it at no charge.If this isn't a scam, then I don't know what is. Because of this, I will NEVER buy another Acer product. I am happy with the computer, however.",,,,,,,,"One person found this helpful","BEWARE OF WARRANTY!!!!!","https://www.amazon.com/gp/customer-reviews/RIOW4SHS7LJHE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on November 16, 2021","5705","865","Style: R3 3200U"
"United States",,"2023-07-08","fourStar","true","49",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=5&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","I bought it to study electrical engineering, if u you study software or other fields, you should look for something different I think. Basically, just needed a machine to run basic things like vscode, spice softwares, etc. I dont really to work on budget laptops in general cause the battery life is low (like 6-8 hours) and they are not that fast, but its enough for me.",,,,,,,,"One person found this helpful","Decent budget laptop","https://www.amazon.com/gp/customer-reviews/RWBMALAEOUI8R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on July 8, 2023","5705","865","Style: R3 3200U"
"United States",,"2019-12-12","fourStar","true","50",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=5&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","When shopping for a laptop, there are a lot of options and I usually tell people who ask for my advice to try and get the best you can afford...meaning, try not to cheap out on this kind of equipment if you can help it because in the long run, you'll find there's better satisfaction and enjoyment when your computer can handle whatever you end up using it for. That said, tech heads like me have a thing for diamonds in the rough and seeing what kind of performance we can squeeze out of a machine. Acer has one of the better line ups of affordable laptops with a system for all kinds of budgets and Aspire 5 with Ryzen and Vega 3 is at the very bottom of their entry level devices. I'll go straight to the point here, at the retail price of $350 you are mostly getting a nice display. The rest is probably going to be unacceptable to anyone looking for a decent level of performance to do...well mostly anything. It's not going to run video editing, video capture, or higher end games well, if at all. You don't want this as your Media Creation device as it just doesn't have enough power to handle that kind of stuff. Word processing, spreadsheets, Internet browsing, and youtube videos/TV streaming are what this laptop is mainly geared for. The only way you're really going to open up the possibilities for this laptop is to, as other reviews suggest, get out of Windows S mode, and invest in adding more RAM and installing a second 2.5"" SSD. All of these things can be done fairly easily by most people and Acer even has videos online that show you how to handle the hardware part. I ended up spending an additional $120 for 2 sticks of 8 gb RAM and a 1tb SSD so my total cost (after Black Friday deal) was just under $380. For not much more money than many Chromebook models (yuck), I got a solid travel laptop with Windows 10 that I can use as a secondary computer and not worry that I spent a ton of money on.  You can even play games on this thing--provided you install the dedicated graphics drivers from AMD (called Adrenaline). I was able to get Red Dead Redemption Online running, albeit not particularly well. But that the game runs at all is kind of amazing considering even high end PCs have had problems with it. Overall, I can see why this is a top seller on Amazon, but in the end, if you want an ""out of the box"" experience that just gets you up and running quickly, you should really look at upping your budget. If you want a backup laptop for travelling, and are willing to put in a bit more money and time into getting the performance up to speed (literally), then this is probably best laptop value on Amazon right now.",,,,,,,,"One person found this helpful","Aspires to be More, But Honestly Save Your Money for Something Better","https://www.amazon.com/gp/customer-reviews/RTHI39PB8DYSQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on December 12, 2019","5705","865","Style: R3 3200U"
"United States",,"2023-06-18","fourStar","true","61",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=7&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Why no CAPS on indicator? I still find that odd. This is my second, same model, so obviously I'm overall satisfied. Beware of the weak hinges, that's why I replaced mine after just 3 years. I now know to baby them.",,,,,,,,"","5 Star if they had a CAPS ON and Stronger Hinges","https://www.amazon.com/gp/customer-reviews/RL0T8I3GAG1FZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on June 18, 2023","5705","865","Style: R3 3200U"
"United States",,"2023-07-26","fourStar","true","62",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=7&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Not too bad for $400. Able to do things I need and some light gaming",,,,,,,,"3 people found this helpful","Solid budget laptop","https://www.amazon.com/gp/customer-reviews/RV2B5RGHZYXAM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on July 26, 2023","5705","865","Style: R5 7520U / 14"""
"United States",,"2020-06-28","fourStar","true","63",,"$","299.99","B0BS4BP8FB","4","https://www.amazon.com/product-reviews/B0BS4BP8FB?reviewerType=all_reviews&pageNumber=7&asin=B0BS4BP8FB&scope=reviewsAjax1&filterByStar=four_star&sortBy=helpful","Nothing here to fall in love with except maybe the price. The GPU appears to reserve 1GB of the available 4GB installed memory, the system will have near to 3GB available when operating. I'm a little surprised that Windows 10 operates with that little memory. An additional 4GB memory module is fairly inexpensive and it looks like the GPU will reserve a 1GB chunk on the second memory stick so you will have about 6GB available, which is plenty for most applications and the GPU will be happy. I was able to install 2x8GB memory modules for about $60, so memory is not a big issue. Part of what sold me on this is the NVMe boot SSD. The speed is disappointing,1.6GB read and 420MB/s write. The read speed is good, but the write speed is more like a high end SATA SSD. The brand name NVMe on my desktop runs 2.6/1.6GB read/write speeds with the same test utility. Not a deal breaker, just something to be aware of. I did install a WD blue 500GB SSD into the expansion slot. It runs 350/305 MB/s read/write which, again, is not bad but could be better. Battery life, screen brightness, and audio are acceptable for a laptop.Having said all of that, I did purchase a second one of these for my personal/work use. I am adding a good quality NVMe boot SSD with 16GB memory. I am also adding a 1TB WD Blue SSD. The Ryzen 3 CPU is a mid/low end model that most people will be absolutely happy with, I am. I do some programming with the Microsoft Visual Studio tools. This works well.Be aware that the installed Microsoft Office tools are trial versions that lead you to a 360 subscription service which, to me, is not worth 1 cent. LibreOffice is an open source suite that can accomplish many of the same functions without draining your bank account on a monthly basis.If you keep this in S mode, you cannot even install a Zoom client. Everything has to be Microsoft approved and from the Microsoft store. Thankfully, switching out of S mode is easy, then this will be a normal Win10 PC.",,,,,,,,"3 people found this helpful","Fair quality, low cost PC","https://www.amazon.com/gp/customer-reviews/R2610U52MIWTX9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS4BP8FB","Reviewed in the United States on June 28, 2020","5705","865","Style: R3 3200U"
